humidity,temperature,spo2,bp,dosha
48.17,37.5,93.72,132.49,Pitta
53.06,37.11,96.67,103.24,Kapha
36.49,38.26,98.5,116.08,Kapha
45.41,36.59,99.07,95.44,Kapha
57.58,36.41,92.82,96.47,Pitta
63.27,36.46,91.27,141.0,Pitta
40.28,37.2,91.81,106.64,Pitta
50.61,37.05,99.95,121.52,Kapha
65.56,37.63,92.68,95.11,Pitta
52.4,37.9,93.98,109.15,Pitta
40.95,37.35,94.97,144.85,Kapha
66.71,37.48,99.65,104.85,Kapha
69.97,37.77,98.27,126.53,Kapha
40.88,36.01,98.03,99.62,Kapha
50.46,36.78,91.37,149.18,Pitta
55.01,36.89,97.9,100.76,Kapha
30.77,36.31,95.1,126.23,Vata
35.57,37.31,92.58,149.78,Pitta
31.45,38.46,90.03,95.12,Pitta
59.52,37.09,90.06,110.6,Pitta
66.36,37.55,91.34,133.09,Pitta
61.15,37.69,99.5,116.15,Kapha
52.59,36.72,90.24,130.91,Pitta
57.87,38.47,99.99,138.46,Pitta
51.41,37.02,91.9,109.6,Pitta
57.73,37.51,98.44,139.26,Pitta
45.96,37.16,98.83,152.16,Kapha
43.54,38.15,97.63,95.24,Kapha
64.23,37.49,97.04,125.1,Kapha
35.6,36.48,95.33,110.9,Vata
56.54,38.43,94.13,155.66,Pitta
62.43,36.62,99.63,115.29,Kapha
58.3,38.06,99.95,153.73,Pitta
67.14,38.27,97.5,153.18,Pitta
47.89,37.86,96.3,134.08,Pitta
63.03,38.06,94.08,142.16,Pitta
33.64,36.79,94.97,150.86,Kapha
55.16,36.73,95.33,98.45,Kapha
64.74,36.07,91.79,102.86,Pitta
38.72,37.92,93.4,126.05,Pitta
66.31,37.83,93.78,140.41,Pitta
61.72,36.26,91.41,104.26,Pitta
51.58,37.03,97.9,93.47,Kapha
37.44,36.28,99.54,138.91,Vata
64.16,37.65,98.5,156.57,Pitta
69.94,36.59,92.38,122.2,Pitta
51.19,37.43,93.26,149.28,Pitta
53.97,36.08,90.57,102.1,Pitta
36.22,38.35,92.92,129.57,Pitta
44.29,36.86,99.31,154.49,Kapha
44.23,38.44,93.67,116.85,Pitta
56.78,36.44,90.36,101.03,Pitta
61.23,37.26,92.13,145.8,Pitta
58.69,36.87,99.37,90.4,Kapha
39.91,36.24,90.39,143.61,Pitta
67.31,36.94,97.21,130.19,Kapha
57.92,38.06,98.79,135.75,Pitta
55.65,37.32,91.09,101.96,Pitta
35.07,36.01,90.27,96.73,Pitta
40.74,37.72,90.44,157.44,Pitta
49.39,36.75,92.36,140.47,Pitta
50.97,37.77,98.86,107.17,Kapha
34.19,36.17,98.87,105.3,Vata
59.44,36.13,98.9,99.27,Kapha
45.41,38.01,97.26,138.04,Pitta
50.53,36.78,98.02,100.47,Kapha
49.12,36.13,96.85,90.42,Kapha
59.22,38.31,93.74,150.05,Pitta
53.78,38.42,92.23,141.78,Pitta
45.85,38.41,90.36,119.74,Pitta
65.34,36.19,91.36,133.43,Pitta
66.21,36.35,98.87,103.2,Kapha
57.1,38.41,96.85,95.9,Kapha
37.17,36.57,94.39,130.19,Kapha
45.2,38.13,90.51,140.73,Pitta
30.51,36.34,96.54,103.73,Vata
33.38,38.35,95.47,104.92,Kapha
36.68,38.09,98.52,150.65,Pitta
59.29,36.08,98.61,112.59,Kapha
61.65,36.24,97.45,149.66,Kapha
33.15,38.11,94.62,104.45,Kapha
40.83,38.36,97.08,154.43,Pitta
41.15,36.3,98.29,156.7,Kapha
30.91,38.06,92.78,145.62,Pitta
33.52,38.22,92.65,109.11,Pitta
54.3,38.17,96.9,120.84,Kapha
37.58,36.2,99.1,113.62,Vata
32.91,38.27,92.62,159.1,Pitta
40.82,36.28,91.3,147.24,Pitta
64.92,36.4,93.7,159.22,Pitta
30.5,38.45,91.47,145.74,Pitta
62.68,38.25,98.76,131.03,Pitta
32.87,37.16,90.91,112.25,Pitta
44.7,37.9,96.55,104.35,Kapha
56.86,38.27,99.87,157.54,Pitta
45.4,38.47,90.74,99.44,Pitta
30.13,37.07,96.96,151.53,Kapha
59.37,37.69,98.73,119.22,Kapha
48.13,37.05,97.45,105.6,Kapha
64.81,37.5,94.84,142.18,Kapha
54.96,37.96,95.44,102.39,Kapha
62.61,38.23,92.53,123.2,Pitta
32.87,38.22,94.56,136.99,Pitta
38.45,36.85,98.84,127.11,Kapha
39.46,36.76,91.49,154.52,Pitta
58.12,36.98,95.05,126.15,Kapha
43.43,36.25,92.64,122.87,Pitta
44.51,36.2,93.66,98.29,Pitta
40.42,37.73,95.55,108.17,Kapha
61.81,36.82,96.72,103.09,Kapha
68.64,36.41,92.33,151.31,Pitta
59.78,38.22,94.19,108.77,Kapha
55.64,37.1,94.61,99.37,Kapha
55.58,37.51,98.28,113.03,Kapha
64.06,36.09,98.37,113.13,Kapha
66.2,36.69,95.22,139.88,Kapha
69.1,38.16,99.82,106.56,Kapha
38.95,37.6,95.82,96.95,Kapha
51.28,38.38,91.23,111.13,Pitta
66.1,36.48,92.44,107.3,Pitta
60.54,37.48,91.71,143.3,Pitta
66.36,36.09,95.8,149.21,Kapha
68.2,36.2,94.84,127.19,Kapha
66.74,36.37,91.34,155.08,Pitta
39.65,36.75,98.31,155.77,Kapha
55.34,37.52,90.01,157.91,Pitta
38.35,36.41,98.65,144.01,Vata
52.07,36.4,92.89,101.07,Pitta
46.26,37.36,97.67,93.8,Kapha
38.55,36.92,97.19,144.59,Kapha
58.79,37.59,93.85,149.56,Pitta
41.69,38.44,94.27,101.67,Kapha
43.78,36.12,95.01,137.09,Kapha
62.07,37.83,97.81,99.07,Kapha
35.95,38.4,99.21,148.39,Pitta
39.63,36.69,93.97,152.0,Pitta
43.8,37.59,99.39,125.16,Kapha
30.6,37.79,98.11,121.3,Kapha
35.44,38.09,96.78,149.54,Pitta
49.25,37.63,93.21,137.41,Pitta
52.67,37.83,95.38,108.52,Kapha
32.02,37.38,92.34,124.24,Pitta
52.22,38.24,93.01,93.26,Pitta
54.22,37.98,94.27,137.77,Pitta
34.53,36.82,99.28,125.95,Kapha
58.05,36.53,91.04,98.69,Pitta
39.17,36.26,97.69,122.61,Vata
62.65,36.95,92.96,155.94,Pitta
30.17,38.46,93.92,111.9,Pitta
60.46,37.49,98.81,110.41,Kapha
59.53,38.3,97.2,113.52,Kapha
46.87,38.11,90.37,110.75,Pitta
51.77,37.76,99.09,156.02,Pitta
34.21,37.12,91.31,129.23,Pitta
41.32,36.79,99.78,107.29,Kapha
41.16,36.18,95.44,158.65,Kapha
48.46,36.05,90.3,125.41,Pitta
52.3,36.46,93.84,99.51,Pitta
65.19,37.59,93.21,115.73,Pitta
40.04,36.14,96.51,138.11,Kapha
58.73,37.52,94.84,152.8,Pitta
64.96,36.06,96.13,145.04,Kapha
34.24,38.45,98.15,125.82,Kapha
59.65,36.82,90.56,101.15,Pitta
62.96,38.38,95.16,146.34,Pitta
54.79,37.78,90.21,132.31,Pitta
55.97,37.77,90.92,133.47,Pitta
48.51,36.11,98.07,151.24,Kapha
65.4,37.34,91.0,151.67,Pitta
58.31,38.19,94.1,140.61,Pitta
66.11,36.21,99.72,104.96,Kapha
30.05,37.8,94.3,156.67,Pitta
48.39,38.42,99.04,148.19,Pitta
50.17,36.25,94.43,99.52,Kapha
55.72,36.83,96.64,145.91,Kapha
57.28,36.89,97.94,101.02,Kapha
34.54,36.6,91.8,128.25,Pitta
53.58,36.71,97.74,137.88,Kapha
40.93,36.09,98.57,124.49,Kapha
38.78,37.56,98.32,91.45,Kapha
51.47,38.26,91.76,129.66,Pitta
37.86,37.13,91.14,146.83,Pitta
47.8,37.88,99.34,146.32,Pitta
60.95,37.79,97.51,151.73,Pitta
33.06,37.62,96.05,147.66,Pitta
52.55,36.72,94.0,112.73,Kapha
64.12,38.1,95.87,114.28,Kapha
62.68,36.09,96.72,147.78,Kapha
69.36,38.23,93.99,137.21,Pitta
62.43,36.81,98.58,155.2,Kapha
59.52,36.69,96.43,132.44,Kapha
30.42,36.97,94.81,154.8,Kapha
69.37,36.65,90.85,112.78,Pitta
39.19,38.03,96.72,114.61,Kapha
52.66,36.08,90.43,141.56,Pitta
41.79,36.3,99.28,119.24,Kapha
39.09,37.79,99.99,124.1,Kapha
30.29,36.99,92.89,148.75,Pitta
60.64,37.55,92.92,123.87,Pitta
61.44,36.01,93.51,92.23,Pitta
34.55,37.17,91.45,91.73,Pitta
39.19,36.05,95.85,154.21,Vata
68.69,36.31,93.69,126.71,Pitta
44.08,37.31,90.98,111.17,Pitta
58.21,37.94,97.04,133.45,Pitta
44.57,36.2,95.88,121.28,Kapha
37.24,36.86,91.98,105.85,Pitta
59.51,38.47,96.55,112.78,Kapha
37.29,37.18,99.49,156.93,Kapha
56.25,36.57,94.38,151.33,Kapha
34.42,37.06,96.62,159.81,Kapha
34.23,36.33,96.18,157.48,Vata
67.37,37.15,98.85,101.33,Kapha
61.52,36.91,98.9,142.07,Kapha
42.02,36.96,99.19,94.11,Kapha
47.29,36.35,91.44,116.87,Pitta
34.69,37.44,97.67,92.98,Kapha
38.77,36.22,91.17,131.93,Pitta
42.88,38.35,92.39,127.07,Pitta
67.15,38.38,91.61,137.57,Pitta
38.29,37.13,92.47,141.42,Pitta
56.02,37.66,92.68,94.78,Pitta
52.92,37.92,96.6,144.58,Pitta
66.41,36.87,92.54,156.73,Pitta
31.35,36.89,91.11,110.07,Pitta
31.08,37.15,93.95,90.71,Pitta
57.45,37.62,91.67,104.96,Pitta
49.57,37.87,90.69,147.05,Pitta
60.31,37.16,98.29,94.75,Kapha
37.88,37.21,94.28,146.84,Kapha
49.23,37.42,95.63,134.23,Kapha
35.61,36.03,93.85,141.95,Pitta
32.32,37.51,94.89,139.12,Pitta
67.82,36.04,92.44,144.11,Pitta
52.31,37.31,91.97,126.69,Pitta
53.16,37.82,94.45,103.24,Kapha
62.21,36.78,96.67,154.1,Kapha
50.83,37.92,96.74,140.12,Pitta
46.79,36.09,91.63,141.09,Pitta
48.35,38.06,96.85,97.36,Kapha
61.68,38.5,96.75,113.43,Kapha
47.94,36.2,91.22,97.58,Pitta
44.3,36.26,95.65,144.34,Kapha
30.35,37.05,91.39,114.99,Pitta
43.7,36.12,92.13,141.49,Pitta
50.67,36.83,93.33,127.46,Pitta
66.41,38.11,90.37,159.97,Pitta
46.77,36.74,92.61,94.05,Pitta
61.2,36.52,99.57,104.01,Kapha
47.3,38.04,99.57,133.4,Pitta
53.07,37.95,92.04,151.33,Pitta
35.88,37.23,96.25,156.31,Kapha
41.72,36.96,95.67,145.77,Kapha
40.23,36.64,98.29,126.85,Kapha
33.41,36.11,95.37,119.03,Vata
39.49,37.18,92.61,127.72,Pitta
47.36,38.42,93.57,114.23,Pitta
44.8,36.96,96.18,122.23,Kapha
68.91,36.08,91.99,106.79,Pitta
41.19,38.31,91.12,125.46,Pitta
42.24,37.43,91.35,130.43,Pitta
60.48,37.22,98.77,99.24,Kapha
37.81,36.97,92.32,91.65,Pitta
54.14,36.94,95.55,99.89,Kapha
63.7,37.95,95.02,127.03,Kapha
57.4,36.06,96.6,137.86,Kapha
53.59,38.4,99.4,145.87,Pitta
38.08,36.1,97.87,144.38,Vata
31.5,36.29,97.01,120.24,Vata
30.5,36.81,96.41,140.2,Kapha
49.61,38.21,95.73,96.57,Kapha
36.46,36.86,95.57,116.36,Kapha
64.0,36.24,97.87,97.55,Kapha
44.41,38.17,99.41,152.09,Pitta
49.84,37.51,91.36,103.95,Pitta
48.97,37.91,97.69,157.15,Pitta
39.98,38.34,91.73,137.17,Pitta
42.21,36.53,90.98,142.8,Pitta
42.43,37.26,98.36,139.95,Kapha
69.28,37.76,93.71,100.26,Pitta
58.48,37.49,94.53,140.26,Kapha
44.54,37.37,99.63,146.35,Kapha
34.74,37.9,93.54,140.68,Pitta
66.75,37.34,96.72,91.12,Kapha
55.23,37.1,95.8,94.78,Kapha
51.03,37.37,95.01,140.46,Kapha
68.32,37.15,91.03,107.41,Pitta
69.21,36.38,92.26,134.96,Pitta
49.54,36.8,94.26,104.78,Kapha
56.93,36.3,95.17,149.85,Kapha
36.08,38.24,92.09,95.86,Pitta
60.37,36.76,98.68,90.04,Kapha
46.43,36.62,95.95,123.72,Kapha
65.73,38.11,94.05,137.54,Pitta
49.56,37.44,96.09,132.53,Kapha
65.57,36.47,93.61,146.25,Pitta
61.03,36.71,98.15,111.6,Kapha
52.09,38.25,97.58,142.56,Pitta
58.93,36.0,99.06,152.48,Kapha
47.06,37.29,96.42,138.81,Kapha
34.04,38.46,90.47,131.02,Pitta
46.0,37.36,95.38,118.32,Kapha
35.07,36.68,99.73,147.49,Kapha
48.57,36.42,91.41,144.56,Pitta
34.37,37.79,91.6,139.11,Pitta
43.51,38.17,93.74,159.14,Pitta
42.21,38.18,91.41,102.55,Pitta
41.59,37.74,94.35,122.12,Kapha
38.76,37.39,92.21,159.75,Pitta
40.21,36.37,94.77,157.66,Kapha
68.61,37.05,96.88,101.31,Kapha
33.69,37.27,95.1,110.86,Kapha
57.9,36.07,98.98,132.27,Kapha
45.64,37.1,92.78,96.3,Pitta
43.49,36.47,94.59,99.89,Kapha
66.18,36.58,95.98,153.57,Kapha
67.08,37.09,93.69,126.91,Pitta
67.81,37.46,92.54,154.85,Pitta
32.2,37.21,98.32,136.49,Kapha
64.54,37.64,90.19,124.69,Pitta
40.18,36.52,90.09,129.48,Pitta
63.93,36.3,99.52,95.07,Kapha
62.33,38.07,95.33,100.1,Kapha
40.06,38.22,92.62,126.26,Pitta
36.03,38.29,95.71,128.95,Kapha
67.9,37.72,91.51,146.95,Pitta
37.08,37.29,90.31,142.44,Pitta
50.49,37.63,92.56,116.31,Pitta
53.05,36.64,91.73,97.6,Pitta
62.35,37.89,94.4,120.38,Kapha
45.72,36.88,95.3,111.86,Kapha
68.72,37.33,93.05,149.54,Pitta
64.24,38.48,97.11,99.3,Kapha
67.2,38.0,97.18,121.27,Kapha
42.35,36.93,95.64,117.84,Kapha
38.98,37.3,99.12,157.73,Kapha
46.76,38.32,96.04,92.01,Kapha
31.32,36.44,94.24,159.08,Vata
65.74,37.4,91.36,158.5,Pitta
61.7,36.95,93.47,140.58,Pitta
30.95,37.8,90.65,118.17,Pitta
37.76,36.76,99.47,147.31,Kapha
53.68,36.48,91.54,102.99,Pitta
62.51,36.42,98.39,91.06,Kapha
42.45,36.03,95.67,113.34,Kapha
38.97,36.08,98.29,113.47,Vata
50.74,36.29,98.85,123.06,Kapha
30.26,36.27,93.72,100.37,Pitta
38.25,38.23,93.3,138.03,Pitta
41.31,37.77,90.55,97.25,Pitta
32.15,36.81,99.99,145.32,Kapha
38.66,37.95,90.31,92.9,Pitta
64.17,37.17,93.86,105.49,Pitta
53.84,37.11,90.55,127.61,Pitta
69.4,36.96,95.68,156.24,Kapha
30.52,38.46,92.73,98.1,Pitta
47.01,38.11,96.26,95.05,Kapha
32.74,37.73,90.7,123.39,Pitta
49.5,36.42,95.13,120.28,Kapha
49.9,38.29,98.81,142.05,Pitta
57.45,36.0,97.91,151.9,Kapha
47.4,37.9,98.82,142.78,Pitta
53.16,36.66,95.75,144.38,Kapha
43.06,37.61,97.09,137.93,Pitta
69.5,36.36,98.16,92.61,Kapha
62.29,37.14,96.08,121.58,Kapha
61.75,36.26,90.19,134.25,Pitta
64.12,36.41,90.6,109.88,Pitta
37.66,36.31,99.36,93.81,Vata
58.4,37.31,97.52,102.27,Kapha
60.13,36.03,92.55,112.21,Pitta
36.73,36.49,93.49,140.19,Pitta
35.38,37.84,93.15,131.04,Pitta
68.12,37.19,94.28,126.28,Kapha
33.83,37.64,93.52,96.15,Pitta
47.87,37.1,90.86,150.13,Pitta
44.96,37.75,96.78,91.94,Kapha
55.52,38.48,95.05,110.03,Kapha
37.66,37.49,90.53,92.23,Pitta
68.16,36.03,96.11,102.53,Kapha
63.21,36.38,97.8,125.53,Kapha
30.83,37.22,90.33,100.47,Pitta
54.49,36.75,98.41,151.43,Kapha
31.9,37.14,96.34,159.67,Kapha
57.05,36.79,90.45,151.51,Pitta
58.49,37.18,92.86,142.86,Pitta
46.98,36.63,91.32,94.13,Pitta
56.86,37.29,91.14,112.69,Pitta
47.12,37.98,96.93,103.87,Kapha
56.98,37.95,94.71,153.01,Pitta
41.02,36.85,93.53,112.78,Pitta
36.27,36.08,99.35,156.14,Vata
69.39,36.92,99.06,151.29,Kapha
63.89,37.19,96.28,153.06,Kapha
53.41,37.32,96.05,137.91,Kapha
58.44,37.67,91.45,102.71,Pitta
56.67,36.68,91.49,153.99,Pitta
62.45,38.05,94.23,103.35,Kapha
53.33,38.41,95.41,141.8,Pitta
42.33,36.7,97.23,124.27,Kapha
33.82,37.67,98.65,158.46,Pitta
31.08,38.02,97.53,134.03,Pitta
38.5,36.75,98.36,122.64,Kapha
33.45,38.19,93.67,138.6,Pitta
66.26,37.1,95.26,114.48,Kapha
69.48,37.92,92.71,110.79,Pitta
39.05,36.82,93.44,93.15,Pitta
33.92,37.35,94.61,136.24,Kapha
40.52,37.81,91.84,121.54,Pitta
43.82,37.95,93.22,142.69,Pitta
32.18,38.27,95.91,158.96,Pitta
33.93,36.33,96.16,152.63,Vata
35.98,36.63,93.83,141.79,Pitta
42.72,36.26,94.15,153.93,Kapha
54.91,37.45,96.53,159.23,Kapha
65.67,38.28,96.07,92.08,Kapha
57.28,37.24,94.21,134.49,Kapha
47.74,37.41,90.12,103.85,Pitta
58.7,37.58,90.78,120.69,Pitta
64.47,37.8,94.1,147.85,Pitta
31.97,38.02,92.33,138.5,Pitta
41.29,37.78,91.83,121.82,Pitta
52.87,36.8,95.07,142.96,Kapha
40.01,38.0,92.92,152.99,Pitta
30.64,38.03,98.99,108.54,Kapha
46.6,36.91,93.03,125.05,Pitta
40.22,36.67,95.58,146.36,Kapha
43.38,37.08,99.34,156.37,Kapha
36.63,37.69,98.84,153.56,Pitta
31.97,37.67,92.71,136.81,Pitta
63.9,37.85,95.19,136.25,Pitta
30.65,36.82,97.45,108.32,Kapha
56.29,37.65,90.33,136.67,Pitta
39.23,38.29,93.02,147.05,Pitta
59.85,38.12,93.09,134.52,Pitta
52.5,37.49,95.9,153.32,Kapha
54.63,36.32,95.7,125.42,Kapha
40.93,37.9,98.51,122.72,Kapha
52.5,37.45,99.74,91.84,Kapha
63.35,38.5,95.02,105.66,Kapha
67.53,38.09,97.3,107.47,Kapha
51.64,36.41,94.83,115.22,Kapha
30.28,37.98,91.76,127.4,Pitta
65.98,36.09,94.33,115.42,Kapha
51.04,38.15,96.58,95.98,Kapha
63.06,38.24,90.8,138.6,Pitta
32.77,37.95,96.55,131.64,Pitta
44.03,38.08,97.06,128.47,Kapha
57.37,36.18,97.47,114.04,Kapha
54.88,37.14,99.38,95.35,Kapha
45.67,36.2,95.73,120.97,Kapha
45.39,36.15,92.92,118.82,Pitta
54.13,36.42,91.87,138.9,Pitta
50.53,36.78,93.76,104.44,Pitta
33.05,38.18,92.31,139.94,Pitta
37.81,37.22,92.77,100.03,Pitta
47.57,36.88,90.46,99.66,Pitta
53.72,37.13,92.47,122.9,Pitta
56.17,38.2,91.15,142.32,Pitta
34.4,38.08,92.99,117.42,Pitta
65.72,37.44,92.01,92.04,Pitta
53.11,37.21,92.98,150.65,Pitta
43.27,38.49,97.39,135.77,Pitta
65.19,36.0,90.52,143.03,Pitta
56.34,37.22,99.83,153.49,Kapha
67.08,37.24,97.89,133.88,Kapha
36.55,36.87,91.24,138.39,Pitta
64.8,37.91,92.45,91.81,Pitta
42.77,37.16,91.31,112.33,Pitta
58.06,36.76,90.5,91.86,Pitta
51.58,37.57,91.4,95.13,Pitta
57.75,38.31,99.54,127.61,Kapha
36.03,36.14,90.01,136.68,Pitta
57.0,37.45,97.97,121.09,Kapha
57.3,36.59,96.26,100.53,Kapha
39.84,36.78,91.49,119.28,Pitta
60.15,37.28,91.44,131.05,Pitta
51.26,37.89,95.62,152.12,Pitta
55.88,36.39,91.39,117.83,Pitta
42.45,36.37,98.84,90.1,Kapha
30.9,38.47,96.59,96.22,Kapha
42.01,37.39,93.22,97.82,Pitta
67.26,38.0,98.48,93.53,Kapha
41.19,36.54,93.85,124.34,Pitta
51.0,36.39,93.98,104.69,Pitta
41.51,36.36,99.2,124.05,Kapha
54.19,38.22,90.57,124.71,Pitta
59.24,37.77,97.89,136.59,Pitta
66.02,37.85,90.55,132.82,Pitta
47.12,37.51,98.31,149.67,Pitta
31.67,36.31,92.89,121.4,Pitta
58.9,36.87,97.04,148.21,Kapha
43.52,36.3,98.28,133.3,Kapha
31.94,37.68,95.09,109.71,Kapha
68.42,36.86,91.03,155.46,Pitta
36.4,37.57,95.26,90.83,Kapha
51.59,36.83,90.17,106.46,Pitta
66.42,36.5,96.04,154.06,Kapha
49.25,38.39,92.74,120.05,Pitta
67.32,38.21,99.32,138.19,Pitta
53.72,36.73,99.48,97.33,Kapha
46.08,37.83,95.68,93.36,Kapha
53.61,37.12,97.16,134.35,Kapha
30.8,36.08,99.63,94.59,Vata
39.13,38.17,90.73,114.8,Pitta
49.64,36.35,99.13,116.71,Kapha
44.71,36.56,93.45,139.25,Pitta
51.41,36.08,93.42,134.08,Pitta
45.71,37.84,90.39,90.37,Pitta
52.64,36.34,96.4,94.48,Kapha
40.07,38.02,91.61,134.76,Pitta
55.29,37.67,93.2,123.39,Pitta
66.95,36.44,93.44,135.93,Pitta
51.84,37.11,93.83,159.49,Pitta
58.68,37.11,91.12,122.04,Pitta
39.84,38.37,99.79,149.46,Pitta
40.27,37.44,90.17,93.95,Pitta
38.52,37.75,96.2,95.51,Kapha
44.64,37.12,97.2,111.99,Kapha
60.47,37.84,93.27,108.37,Pitta
40.45,36.69,98.87,149.32,Kapha
57.53,37.4,97.39,150.59,Kapha
47.88,38.48,93.37,153.53,Pitta
63.69,37.65,92.99,145.93,Pitta
51.5,38.21,95.17,148.18,Pitta
61.95,37.45,97.8,145.9,Kapha
31.04,36.66,92.12,92.34,Pitta
64.65,37.46,97.94,90.5,Kapha
69.57,36.45,92.69,126.1,Pitta
57.05,37.06,97.58,135.06,Kapha
56.21,36.17,91.57,141.05,Pitta
48.93,38.26,94.73,135.91,Pitta
66.52,36.25,93.94,159.16,Pitta
49.92,38.08,95.46,115.98,Kapha
34.64,36.67,98.08,138.15,Kapha
32.43,37.4,91.67,146.9,Pitta
64.24,37.72,97.14,158.95,Pitta
69.05,37.84,92.91,109.25,Pitta
67.36,38.05,93.97,154.9,Pitta
59.53,36.55,98.28,106.36,Kapha
51.48,37.81,97.32,137.71,Pitta
59.98,36.97,94.09,118.48,Kapha
37.19,36.18,95.91,117.88,Vata
64.39,36.55,94.78,116.34,Kapha
63.24,36.7,96.39,121.33,Kapha
60.97,37.6,93.75,140.83,Pitta
59.84,37.13,95.74,147.52,Kapha
34.62,38.39,92.65,125.72,Pitta
33.28,37.1,98.64,141.33,Kapha
45.9,38.29,92.18,120.33,Pitta
56.43,37.49,98.78,143.82,Kapha
59.17,37.88,91.95,116.71,Pitta
47.33,36.41,96.89,119.68,Kapha
49.02,38.48,92.12,96.41,Pitta
36.07,36.5,96.83,96.33,Kapha
32.77,36.41,98.56,141.78,Vata
36.3,37.71,99.78,104.82,Kapha
43.6,37.19,99.29,90.4,Kapha
56.88,36.37,94.59,153.89,Kapha
60.98,37.95,91.38,96.03,Pitta
32.8,37.37,92.7,143.96,Pitta
56.0,37.27,97.43,156.85,Kapha
45.69,36.5,93.39,151.59,Pitta
57.84,36.52,95.15,159.17,Kapha
56.15,37.41,92.34,106.27,Pitta
40.92,37.09,90.98,103.71,Pitta
67.27,37.27,99.34,92.3,Kapha
32.29,36.42,97.74,91.0,Vata
51.73,37.86,95.09,127.08,Kapha
65.44,36.79,99.49,151.73,Kapha
43.82,38.31,98.73,147.28,Pitta
45.91,36.46,95.36,116.94,Kapha
65.0,37.98,95.39,120.34,Kapha
40.91,36.59,99.38,110.73,Kapha
57.68,36.89,95.86,123.69,Kapha
68.86,36.12,90.73,152.15,Pitta
43.0,38.33,91.28,136.79,Pitta
51.51,37.99,96.9,117.18,Kapha
34.92,36.5,93.34,126.06,Pitta
61.39,38.35,90.51,127.16,Pitta
61.69,37.84,93.94,154.76,Pitta
63.12,37.29,90.16,97.95,Pitta
33.26,38.16,95.92,134.03,Pitta
41.27,36.47,91.07,141.04,Pitta
51.34,38.44,93.98,90.27,Pitta
62.42,36.37,97.49,101.74,Kapha
51.0,36.8,95.47,155.41,Kapha
31.75,36.3,90.91,95.85,Pitta
64.95,36.13,98.02,96.19,Kapha
62.17,38.06,99.58,127.82,Kapha
50.46,36.96,92.2,152.04,Pitta
31.61,36.61,97.57,98.17,Kapha
55.79,36.82,99.52,114.86,Kapha
43.98,38.49,97.19,105.99,Kapha
42.02,37.67,93.16,151.48,Pitta
65.76,38.04,98.59,95.53,Kapha
49.9,37.33,98.6,90.72,Kapha
36.03,38.06,99.62,143.58,Pitta
49.64,36.63,91.52,114.51,Pitta
60.45,37.33,94.77,122.94,Kapha
39.66,37.21,98.2,151.76,Kapha
53.85,37.31,98.28,116.08,Kapha
39.54,38.22,95.3,156.45,Pitta
38.63,37.33,96.65,148.04,Kapha
69.51,36.43,97.65,147.47,Kapha
57.73,36.9,95.78,118.51,Kapha
33.45,38.42,99.11,123.89,Kapha
45.2,37.63,99.11,104.74,Kapha
60.24,37.91,95.49,144.82,Pitta
44.24,37.51,99.55,107.99,Kapha
32.26,36.9,90.19,157.35,Pitta
65.55,38.32,91.31,148.52,Pitta
58.28,38.35,99.79,94.41,Kapha
40.74,37.22,96.2,136.54,Kapha
57.66,38.23,90.39,131.99,Pitta
46.58,37.61,94.57,128.32,Kapha
53.72,38.07,92.46,144.62,Pitta
39.29,38.25,99.66,126.2,Kapha
66.74,37.98,97.9,97.76,Kapha
44.58,36.77,99.5,119.59,Kapha
45.37,37.05,99.53,101.25,Kapha
65.39,36.17,93.38,136.24,Pitta
34.12,37.48,94.91,128.58,Kapha
35.52,37.99,96.4,125.06,Kapha
31.0,37.0,99.54,103.02,Kapha
42.58,37.33,94.43,102.22,Kapha
39.02,36.19,92.98,151.46,Pitta
58.73,37.84,90.02,149.05,Pitta
34.37,36.6,90.55,101.67,Pitta
62.62,36.46,94.24,150.85,Kapha
58.35,37.9,92.6,146.49,Pitta
35.54,36.45,97.5,100.59,Vata
46.24,36.09,99.42,157.26,Kapha
41.33,36.11,95.39,149.14,Kapha
68.12,38.4,90.8,147.83,Pitta
52.5,36.64,91.0,114.93,Pitta
48.15,36.38,91.35,103.82,Pitta
47.5,38.23,96.46,129.39,Kapha
37.28,38.28,92.46,152.65,Pitta
34.08,37.34,93.86,136.35,Pitta
53.99,38.24,93.81,135.34,Pitta
61.55,38.4,98.46,112.32,Kapha
45.41,37.84,98.08,110.56,Kapha
65.82,36.52,98.39,113.95,Kapha
66.87,38.48,93.54,107.91,Pitta
58.34,38.03,92.35,124.33,Pitta
66.11,38.23,95.31,134.27,Pitta
50.41,36.16,91.52,120.54,Pitta
59.9,37.17,95.03,133.34,Kapha
49.39,36.84,95.19,119.99,Kapha
65.59,36.31,93.84,138.49,Pitta
33.84,37.52,91.97,93.67,Pitta
30.33,38.06,92.24,136.5,Pitta
39.56,38.01,91.02,132.35,Pitta
31.51,38.45,90.61,157.67,Pitta
65.05,37.56,94.87,141.48,Pitta
56.84,37.0,91.55,154.2,Pitta
40.09,36.11,94.73,145.49,Kapha
43.84,36.83,94.16,140.18,Kapha
54.51,38.21,99.87,106.04,Kapha
52.08,36.57,92.43,157.58,Pitta
65.7,38.29,98.4,118.28,Kapha
60.91,37.37,98.04,131.82,Kapha
52.03,37.08,92.97,141.73,Pitta
57.7,36.6,93.3,154.51,Pitta
65.3,36.32,95.06,148.79,Kapha
